fv_xyz[id][0]=76.8834fv_xyz[id][1]=23fv_xyz[id][2]=0.510253
fv_xyz[id][0]=101.922fv_xyz[id][1]=23fv_xyz[id][2]=44.8989
fv_xyz[id][0]=76.8834fv_xyz[id][1]=0fv_xyz[id][2]=0.510253
fv_area586.081
fv_xyz[id][0]=76.8834fv_xyz[id][1]=0fv_xyz[id][2]=0.510253
fv_xyz[id][0]=101.922fv_xyz[id][1]=23fv_xyz[id][2]=44.8989
fv_xyz[id][0]=101.922fv_xyz[id][1]=0fv_xyz[id][2]=44.8989
fv_area586.081
fv_xyz[id][0]=25.9224fv_xyz[id][1]=23fv_xyz[id][2]=0
fv_xyz[id][0]=76.8834fv_xyz[id][1]=23fv_xyz[id][2]=0.510253
fv_xyz[id][0]=25.9224fv_xyz[id][1]=0fv_xyz[id][2]=0
fv_area586.081
fv_xyz[id][0]=25.9224fv_xyz[id][1]=0fv_xyz[id][2]=0
fv_xyz[id][0]=76.8834fv_xyz[id][1]=23fv_xyz[id][2]=0.510253
fv_xyz[id][0]=76.8834fv_xyz[id][1]=0fv_xyz[id][2]=0.510253
fv_area586.081
fv_xyz[id][0]=0fv_xyz[id][1]=23fv_xyz[id][2]=43.8784
fv_xyz[id][0]=25.9224fv_xyz[id][1]=23fv_xyz[id][2]=0
fv_xyz[id][0]=0fv_xyz[id][1]=0fv_xyz[id][2]=43.8784
fv_area586.081
fv_xyz[id][0]=0fv_xyz[id][1]=0fv_xyz[id][2]=43.8784
fv_xyz[id][0]=25.9224fv_xyz[id][1]=23fv_xyz[id][2]=0
fv_xyz[id][0]=25.9224fv_xyz[id][1]=0fv_xyz[id][2]=0
fv_area586.081
fv_xyz[id][0]=25.0386fv_xyz[id][1]=23fv_xyz[id][2]=88.2671
fv_xyz[id][0]=0fv_xyz[id][1]=23fv_xyz[id][2]=43.8784
fv_xyz[id][0]=25.0386fv_xyz[id][1]=0fv_xyz[id][2]=88.2671
fv_area586.081
fv_xyz[id][0]=25.0386fv_xyz[id][1]=0fv_xyz[id][2]=88.2671
fv_xyz[id][0]=0fv_xyz[id][1]=23fv_xyz[id][2]=43.8784
fv_xyz[id][0]=0fv_xyz[id][1]=0fv_xyz[id][2]=43.8784
fv_area586.081
fv_xyz[id][0]=75.9996fv_xyz[id][1]=23fv_xyz[id][2]=88.7773
fv_xyz[id][0]=25.0386fv_xyz[id][1]=23fv_xyz[id][2]=88.2671
fv_xyz[id][0]=75.9996fv_xyz[id][1]=0fv_xyz[id][2]=88.7773
fv_area586.081
fv_xyz[id][0]=75.9996fv_xyz[id][1]=0fv_xyz[id][2]=88.7773
fv_xyz[id][0]=25.0386fv_xyz[id][1]=23fv_xyz[id][2]=88.2671
fv_xyz[id][0]=25.0386fv_xyz[id][1]=0fv_xyz[id][2]=88.2671
fv_area586.081
fv_xyz[id][0]=101.922fv_xyz[id][1]=23fv_xyz[id][2]=44.8989
fv_xyz[id][0]=75.9996fv_xyz[id][1]=23fv_xyz[id][2]=88.7773
fv_xyz[id][0]=101.922fv_xyz[id][1]=0fv_xyz[id][2]=44.8989
fv_area586.081
fv_xyz[id][0]=101.922fv_xyz[id][1]=0fv_xyz[id][2]=44.8989
fv_xyz[id][0]=75.9996fv_xyz[id][1]=23fv_xyz[id][2]=88.7773
fv_xyz[id][0]=75.9996fv_xyz[id][1]=0fv_xyz[id][2]=88.7773
fv_area586.081
fv_xyz[id][0]=25.9224fv_xyz[id][1]=23fv_xyz[id][2]=0
fv_xyz[id][0]=0fv_xyz[id][1]=23fv_xyz[id][2]=43.8784
fv_xyz[id][0]=76.8834fv_xyz[id][1]=23fv_xyz[id][2]=0.510253
fv_area1124.66
fv_xyz[id][0]=76.8834fv_xyz[id][1]=23fv_xyz[id][2]=0.510253
fv_xyz[id][0]=0fv_xyz[id][1]=23fv_xyz[id][2]=43.8784
fv_xyz[id][0]=25.0386fv_xyz[id][1]=23fv_xyz[id][2]=88.2671
fv_area2249.32
fv_xyz[id][0]=76.8834fv_xyz[id][1]=23fv_xyz[id][2]=0.510253
fv_xyz[id][0]=25.0386fv_xyz[id][1]=23fv_xyz[id][2]=88.2671
fv_xyz[id][0]=101.922fv_xyz[id][1]=23fv_xyz[id][2]=44.8989
fv_area2249.32
fv_xyz[id][0]=101.922fv_xyz[id][1]=23fv_xyz[id][2]=44.8989
fv_xyz[id][0]=25.0386fv_xyz[id][1]=23fv_xyz[id][2]=88.2671
fv_xyz[id][0]=75.9996fv_xyz[id][1]=23fv_xyz[id][2]=88.7773
fv_area1124.66
fv_xyz[id][0]=75.9996fv_xyz[id][1]=0fv_xyz[id][2]=88.7773
fv_xyz[id][0]=25.0386fv_xyz[id][1]=0fv_xyz[id][2]=88.2671
fv_xyz[id][0]=101.922fv_xyz[id][1]=0fv_xyz[id][2]=44.8989
fv_area1124.66
fv_xyz[id][0]=101.922fv_xyz[id][1]=0fv_xyz[id][2]=44.8989
